gvkey	gvkeyx	from	thru	tic	co_conm	co_tic	co_cusip
011247	000003	19931001	20010903	I0003	WACHOVIA CORP-OLD	WB.1	929771103
002055	000003	19931101	20020721	I0003	BARRICK GOLD CORP	ABX	067901108
015084	000003	19931101	20060402	I0003	BURLINGTON RESOURCES INC	BR.2	122014103
020779	000003	19931201		I0003	CISCO SYSTEMS INC	CSCO	17275R102
003226	000003	19931201	20021118	I0003	COMCAST CORP	CMCSA	20030N200
029392	000003	19940101		I0003	EASTMAN CHEMICAL CO	EMN	277432100
009783	000003	19940301		I0003	KEYCORP	KEY	493267108
012726	000003	19940301		I0003	UNUM GROUP	UNM	91529Y106
029849	000003	19940301	19980810	I0003	WESTERN ATLAS INC	WAI.1	957674104
010948	000003	19940401	19960718	I0003	U S HEALTHCARE INC	USHC	911910107
029318	000003	19940405	19990629	I0003	AIRTOUCH COMMUNICATIONS-OLD	ATI.1	00949T100
012141	000003	19940601		I0003	MICROSOFT CORP	MSFT	594918104
009882	000003	19940701		I0003	SOUTHWEST AIRLINES	LUV	844741108
010903	000003	19940701		I0003	UNITEDHEALTH GROUP INC	UNH	91324P102
013714	000003	19940901		I0003	CBS CORP	CBS	124857202
009699	000003	19940901	20151118	I0003	SIGMA-ALDRICH CORP	SIAL	826552101
007343	000003	19940927		I0003	MICRON TECHNOLOGY INC	MU	595112103
025157	000003	19940927	20070924	I0003	FIRST DATA CORP	FDC	319963104
007711	000003	19940927	20090101	I0003	NATIONAL CITY CORP	NCC	635405103
030344	000003	19941003	19970505	I0003	SANTA FE PACIFIC GOLD CORP	GLD.2	802176107
030865	000003	19941025	20060402	I0003	CINERGY CORP	DUK6	172474108
061489	000003	19941201	20110331	I0003	QWEST COMMUNICATION INTL INC	Q.2	749121109
001318	000003	19941221	20071118	I0003	ALLTEL CORP	AT.2	020039103
012679	000003	19950118	20000620	I0003	SILICON GRAPHICS INC	SGICQ	827056102
005079	000003	19950209	20011106	I0003	GPU INC	GPU.	36225X100
025279	000003	19950224		I0003	BOSTON SCIENTIFIC CORP	BSX	101137107
001704	000003	19950316		I0003	APPLIED MATERIALS INC	AMAT	038222105
002019	000003	19950331		I0003	BANK OF NEW YORK MELLON CORP	BK	064058100
006557	000003	19950403	19991207	I0003	LAIDLAW INTERNATIONAL INC	LI.3	50730K503
003278	000003	19950501	20060731	I0003	AVIS BUDGET GROUP INC	CAR	053774105
006781	000003	19950510		I0003	LOEWS CORP	L	540424108
015354	000003	19950522	20010805	I0003	ENTERASYS NETWORKS INC	ETS	293637401
031846	000003	19950530		I0003	DARDEN RESTAURANTS INC	DRI	237194105
013099	000003	19950530	19990930	I0003	FRUIT OF THE LOOM LTD  -CL A	3FTLAQ	G3682L105
010420	000003	19950703	20111220	I0003	TELLABS INC	TLAB	879664100
009061	000003	19950705	20000102	I0003	HSBC USA INC	HBC2	760719104
028349	000003	19950713		I0003	ALLSTATE CORP	ALL	020002101
014590	000003	19950731		I0003	FREEPORT-MCMORAN INC	FCX	35671D857
011502	000003	19950818	20020210	I0003	WILLAMETTE INDUSTRIES	WLL.1	969133107
012124	000003	19950922		I0003	MORGAN STANLEY	MS	617446448
004682	000003	19951023	20010226	I0003	U S BANCORP/DE-OLD	USB.1	902973106
061464	000003	19951101	20000615	I0003	MEDIAONE GROUP INC	UMG.Z	58440J104
004611	000003	19951108		I0003	MACY'S INC	M	55616P104
008455	000003	19951127		I0003	PPL CORP	PPL	69351T106
003231	000003	19951201		I0003	COMERICA INC	CMA	200340107
027914	000003	19951201		I0003	HUMANA INC	HUM	444859102
006529	000003	19951214	20140507	I0003	LSI CORP	LSI.1	502161102
061739	000003	19951220		I0003	HARTFORD FINANCIAL SERVICES	HIG	416515104
061738	000003	19951220	19980222	I0003	ITT CORPORATION	ITT.1	450912100
010553	000003	19960102	20000727	I0003	3COM CORP	COMS	885535104
030383	000003	19960122	19991114	I0003	CASE CORP	CSE.3	14743R103
024357	000003	19960212	19980830	I0003	BAY NETWORKS INC	BAY.3	072510100
004640	000003	19960308		I0003	FIFTH THIRD BANCORP	FITB	316773100
005331	000003	19960313	19980630	I0003	CONSECO FINANCE CORP	3CNCEQ1	20847Q008
012053	000003	19960328	20160907	I0003	EMC CORP/MA	EMC	268648102
005063	000003	19960401	20000105	I0003	GENERAL INSTRUMENT CORP	GIC.3	370120107
001164	000003	19960401	20020514	I0003	MCI INC	MCIP	98157D106
003221	000003	19960423		I0003	AON PLC	AON	G0408V102
062897	000003	19960531	20040324	I0003	TUPPERWARE BRANDS CORP	TUP	899896104
024379	000003	19960719	20081030	I0003	MGIC INVESTMENT CORP/WI	MTG	552848103
011985	000003	19960722	19990808	I0003	BATTLE MOUNTAIN GOLD CO	BMG.1	071593107
025988	000003	19960816	19971217	I0003	HFS INC	HFS.	404181109
009545	000003	19960816	20001121	I0003	SEAGATE TECHNOLOGY-OLD	SEG.2	811804103
014489	000003	19960906	20131028	I0003	DELL TECHNOLOGIES INC	DVMT	24702R101
062599	000003	19961001	20061130	I0003	LUCENT TECHNOLOGIES INC	LU	549463107
061413	000003	19961016	20000716	I0003	UNION PACIFIC RESOURCES GRP	UPR.1	907834105
063800	000003	19961104	20100228	I0003	IMS HEALTH HOLDINGS INC	IMS	449934108
013561	000003	19961203	20091220	I0003	MBIA INC	MBI	55262C100
031166	000003	19961219	20060423	I0003	GUIDANT CORP	GDT	401698105
010530	000003	19970102		I0003	THERMO FISHER SCIENTIFIC INC	TMO	883556102
023809	000003	19970102		I0003	AUTOZONE INC	AZO	053332102
009195	000003	19970102	19990928	I0003	FRONTIER CORP	FRO.1	35906P105
012589	000003	19970108	20030320	I0003	HEALTHSOUTH CORP	HLS	421924309
012603	000003	19970115	20020724	I0003	CNO FINANCIAL GROUP INC	CNO	208464107
018699	000003	19970403	20070102	I0003	PTC INC	PTC	69370C100
012540	000003	19970506		I0003	ADOBE SYSTEMS INC	ADBE	00724F101
002751	000003	19970527		I0003	CARDINAL HEALTH INC	CAH	14149Y108
013988	000003	19970602		I0003	SCHWAB (CHARLES) CORP	SCHW	808513105
002731	000003	19970611	20051002	I0003	PROVIDIAN FINANCIAL CORP	PVN	74406A102
003555	000003	19970618	20080630	I0003	COUNTRYWIDE FINANCIAL CORP	CFC.3	222372104
004423	000003	19970619		I0003	EQUIFAX INC	EFX	294429105
016243	000003	19970702	20080929	I0003	WASHINGTON MUTUAL INC	WAMUQ	939322103
006351	000003	19970717	19990103	I0003	SUNAMERICA INC	SAI.1	866930100
001678	000003	19970728		I0003	APACHE CORP	APA	037411105
011923	000003	19970728		I0003	ANADARKO PETROLEUM CORP	APC	032511107
013341	000003	19970804		I0003	PROGRESSIVE CORP-OHIO	PGR	743315103
008215	000003	19970804	20001210	I0003	OWENS-ILLINOIS INC	OI	690768403
005786	000003	19970806		I0003	HUNTINGTON BANCSHARES	HBAN	446150104
005211	000003	19970807	20000531	I0003	MIRAGE RESORTS INC	MIR.1	60462E104
010035	000003	19970818		I0003	STATE STREET CORP	STT	857477103
003105	000003	19970901	20080730	I0003	IHEARTMEDIA INC	IHRT	184502102
006304	000003	19970915		I0003	KLA-TENCOR CORP	KLAC	482480100
065417	000003	19971007		I0003	YUM BRANDS INC	YUM	988498101
005399	000003	19971023	19990112	I0003	HBO & CO	HBOC.1	404100109
013041	000003	19971128	20080101	I0003	SYNOVUS FINANCIAL CORP	SNV	87161C501
011856	000003	19971204		I0003	BB&T CORP	BBT	054937107
014824	000003	19971218		I0003	CINCINNATI FINANCIAL CORP	CINF	172062101
004066	000003	19971224		I0003	OMNICOM GROUP	OMC	681919106
030128	000003	19980112	20080916	I0003	LEHMAN BROTHERS HOLDINGS INC	LEHMQ	524908100
012123	000003	19980120	20130213	I0003	BIG LOTS INC	BIG	089302103
010909	000003	19980128	20010228	I0003	SUMMIT BANCORP	SUB.2	866005101
007982	000003	19980130		I0003	NORTHERN TRUST CORP	NTRS	665859104
007252	000003	19980223	19990919	I0003	MERCANTILE BANCORPORATION	MTL.3	587342106
009555	000003	19980401		I0003	SEALED AIR CORP	SEE	81211K100
024870	000003	19980401	20050814	I0003	NEXTEL COMMUNICATIONS INC	NXTL	65332V103
001831	000003	19980408	20001203	I0003	ASSOCIATES FIRST CAP -CL A	AFS	046008108
029345	000003	19980427	20060731	I0003	GATEWAY INC	GTW	367626108
004885	000003	19980429		I0003	FRANKLIN RESOURCES INC	BEN	354613101
028930	000003	19980521		I0003	MARRIOTT INTL INC	MAR	571903202
030203	000003	19980612	19990624	I0003	ASCEND COMMUNICATIONS INC	ASND.1	043491109
010121	000003	19980701		I0003	NAVIENT CORP	NAVI	63938C108
030990	000003	19980701		I0003	CAPITAL ONE FINANCIAL CORP	COF	14040H105
011818	000003	19980701	20080601	I0003	BEAR STEARNS COMPANIES INC	BSC.1	073902108
012681	000003	19980710	19990527	I0003	MEYER (FRED) INC	FMY.1	592907109
004016	000003	19980716	20070708	I0003	DOLLAR GENERAL CORP	DG	256669102
014477	000003	19980717		I0003	WASTE MANAGEMENT INC	WM	94106L109
005074	000003	19980811	20080826	I0003	ELECTRONIC DATA SYSTEMS CORP	EDS.	285661104
025283	000003	19980814		I0003	KOHL'S CORP	KSS	500255104
004674	000003	19980828		I0003	REGIONS FINANCIAL CORP	RF	7591EP100
008794	000003	19980831	19990630	I0003	PROVIDENT COS INC	PVT.	743862104
009113	000003	19980916	20001211	I0003	NABISCO GROUP HOLDINGS CORP	NGH.2	62952P102
024607	000003	19980928	20071108	I0003	MANOR CARE INC	HCR	564055101
008402	000003	19981001		I0003	PAYCHEX INC	PAYX	704326107
010868	000003	19981001	20040630	I0003	UNION PLANTERS CORP	UPC.	908068109
014650	000003	19981001	20130910	I0003	BMC SOFTWARE INC	BMC	055921100
024216	000003	19981002		I0003	AES CORP	AES	00130H105
025944	000003	19981002	20041228	I0003	PEOPLESOFT INC	PSFT.	712713106
015521	000003	19981007		I0003	STAPLES INC	SPLS	855030102
012756	000003	19981008	20160530	I0003	COCA-COLA EUROPEAN PARTNERS	CCE	G25839104
008804	000003	19981103	20000820	I0003	NEW CENTURY ENERGIES INC	NCE.1	64352U103
009359	000003	19981113	20150126	I0003	SAFEWAY INC	SWY	786514208
003735	000003	19981118		I0003	DANAHER CORP	DHR	235851102
116245	000003	19981124	20040422	I0003	SPRINT PCS GROUP	PCS.1	852061506
013498	000003	19981222		I0003	CARNIVAL CORP/PLC (USA)	CCL	143658300
017110	000003	19981231	20071001	I0003	SOLECTRON CORP	SLR	834182107
004723	000003	19990104		I0003	U S BANCORP	USB	902973304
025056	000003	19990104		I0003	TIME WARNER INC	TWX	887317303
026011	000003	19990104	20120102	I0003	COMPUWARE CORP	CPWR.1	205638109
007171	000003	19990113		I0003	MCKESSON CORP	MCK	58155Q103
009880	000003	19990301	20041031	I0003	SOUTHTRUST CORP	SOTR	844730101
001619	000003	19990310	20061105	I0003	AMSOUTH BANCORPORATION	ASO.1	032165102
002884	000003	19990325		I0003	CENTURYLINK INC	CTL	156700106
006335	000003	19990405	20000712	I0003	KANSAS CITY SOUTHERN	KSU	485170302
027845	000003	19990412		I0003	ALLERGAN PLC	AGN	G0177J108
003439	000003	19990503		I0003	CMS ENERGY CORP	CMS	125896100
001449	000003	19990528		I0003	AFLAC INC	AFL	001055102
118122	000003	19990528	20051010	I0003	DELPHI AUTOMOTIVE PLC	DLPH	247126105
008299	000003	19990604	20001105	I0003	PAINE WEBBER GROUP	PWJ.	695629105
027766	000003	19990609	20041130	I0003	WELLPOINT HEALTH NETWRKS INC	WLP.1	94973H108
004800	000003	19990622	20001130	I0003	FLORIDA PROGRESS CORP	PGN3	341109007
014624	000003	19990624	20101219	I0003	OFFICE DEPOT INC	ODP	676220106
061591	000003	19990625		I0003	NETAPP INC	NTAP	64110D104
002184	000003	19990630		I0003	BEST BUY CO INC	BBY	086516101
011228	000003	19990701		I0003	VULCAN MATERIALS CO	VMC	929160109
024800	000003	19990722		I0003	QUALCOMM INC	QCOM	747525103
001013	000003	19990802	20070701	I0003	ADC TELECOMMUNICATIONS INC	ADCT	000886309
022140	000003	19990802	20081204	I0003	ALLIED WASTE INDUSTRIES INC	AW	019589308
114303	000003	19990809	20020902	I0003	CONOCO INC	COC1	208251504
061552	000003	19990813	20120930	I0003	LEXMARK INTL INC  -CL A	LXK	529771107
010621	000003	19990920	20010917	I0003	TOSCO CORP	TOS.1	891490302
113491	000003	19990929	20011009	I0003	GLOBAL CROSSING LTD	GLBC	G3921A100
025338	000003	19991001		I0003	BED BATH & BEYOND INC	BBBY	075896100
012256	000003	19991001	20010513	I0003	STEEL EXCEL INC	SXCL	858122203
001075	000003	19991004		I0003	PINNACLE WEST CAPITAL CORP	PNW	723484101
001632	000003	19991012		I0003	ANALOG DEVICES	ADI	032654105
012138	000003	19991013		I0003	PRICE (T. ROWE) GROUP	TROW	74144T108
006649	000003	19991018		I0003	LEGGETT & PLATT INC	LEG	524660107
004242	000003	19991026	20120524	I0003	EL PASO CORP	EP	28336L109
012884	000003	19991027	20070131	I0003	COMVERSE TECHNOLOGY INC	CMVT	205862402
125533	000003	19991105	20101116	I0003	PACTIV CORP	PTV	695257105
022325	000003	19991108		I0003	XILINX INC	XLNX	983919101
010453	000003	19991115	20131222	I0003	TERADYNE INC	TER	880770102
030095	000003	19991116	20030925	I0003	QUINTILES TRANSNATIONAL CORP	0573B	748767100
061676	000003	19991201		I0003	CITRIX SYSTEMS INC	CTXS	177376100
007506	000003	19991201	20131209	I0003	MOLEX INC	MOLX	608554101
008118	000003	19991202	20010401	I0003	OLD KENT FINANCIAL CORP	OK.2	679833103
062634	000003	19991208	20170618	I0003	ALTABA INC	AABA	021346101
028338	000003	19991231	20081218	I0003	TRANSOCEAN LTD	RIG	H8817H100
007648	000003	20000104	20070930	I0003	NCR CORP	NCR	62886E108
110536	000003	20000106	20001002	I0003	YOUNG & RUBICAM INC	YNR.1	987425105
012389	000003	20000131		I0003	HARLEY-DAVIDSON INC	HOG	412822108
116526	000003	20000131	20020625	I0003	CONEXANT SYSTEMS INC	CNXT.1	207142308
002226	000003	20000131	20031112	I0003	BIOGEN INC-OLD	BGEN	090597105
063766	000003	20000316	20070401	I0003	SABRE HOLDINGS CORP  -CL A	TSG.2	785905100
029356	000003	20000403	20050704	I0003	VERITAS SOFTWARE CORP	VRTS.1	923436109
012216	000003	20000403	20170312	I0003	LINEAR TECHNOLOGY CORP	LLTC	535678106
014324	000003	20000418	20151228	I0003	ALTERA CORP	ALTR	021441100
062602	000003	20000505	20020512	I0003	SAPIENT CORP	SAPE	803062108
063180	000003	20000505	20060131	I0003	SIEBEL SYSTEMS INC	SEBL	826170102
014256	000003	20000510	20070926	I0003	MAXIM INTEGRATED PRODUCTS	MXIM	57772K101
014565	000003	20000601	20070214	I0003	AMERICAN POWER CONVERSION CP	APCC.	029066107
126554	000003	20000605		I0003	AGILENT TECHNOLOGIES INC	A	00846U101
025434	000003	20000608		I0003	STARBUCKS CORP	SBUX	855244109
113419	000003	20000613	20091220	I0003	CONVERGYS CORP	CVG	212485106
024008	000003	20000616	20070531	I0003	MEDIMMUNE INC	MEDI	584699102
016751	000003	20000619	20040831	I0003	CHARTER ONE FINANCIAL INC	CF.6	160903100
014623	000003	20000619	20120604	I0003	NOVELLUS SYSTEMS INC	NVLS.1	670008101
013646	000003	20000621		I0003	TIFFANY & CO	TIF	886547108
028139	000003	20000621	20070701	I0003	SANMINA CORP	SANM	801056102
136648	000003	20000629	20060102	I0003	VISTEON CORP	VC	92839U107
029095	000003	20000629	20060103	I0003	MERCURY INTERACTIVE CORP	MERQ	589405109
066708	000003	20000703	20160131	I0003	BROADCOM CORP	BRCM	111320107
137232	000003	20000713	20111122	I0003	JANUS CAPITAL GROUP INC	JNS	47102X105
002549	000003	20000717	20010603	I0003	CIT GROUP INC-OLD	CIT.1	125577106
029241	000003	20000727	20131222	I0003	VIAVI SOLUTIONS INC	VIAV	925550105
132502	000003	20000728	20020813	I0003	PALM INC	PALM	696643105
006799	000003	20000821	20070826	I0003	KEYSPAN CORP	KSE	49337W100
014934	000003	20000830		I0003	DEVON ENERGY CORP	DVN	25179M103
139662	000003	20001002	20071025	I0003	AVAYA INC	5933B	053499109
139665	000003	20001003		I0003	MOODY'S CORP	MCO	615369105
025495	000003	20001003	20091220	I0003	DYNEGY INC	DYN	26817G300
112033	000003	20001003	20101219	I0003	KING PHARMACEUTICALS INC	KG	495582108
001661	000003	20001018	20150322	I0003	NABORS INDUSTRIES LTD	NBR	G6359F103
065554	000003	20001023	20050313	I0003	POWER-ONE INC	PWER	73930R102
007974	000003	20001102		I0003	NISOURCE INC	NI	65473P105
016478	000003	20001102		I0003	EOG RESOURCES INC	EOG	26875P101
063099	000003	20001106	20010903	I0003	BROADVISION INC	BVSN	111412706
005723	000003	20001117	20160922	I0003	STARWOOD HOTELS&RESORTS WRLD	HOT	85590A401
004843	000003	20001122	20140630	I0003	FOREST LABORATORIES  -CL A	FRX	345838106
003011	000003	20001124	20060419	I0003	CHIRON CORP	CHIR	170040109
063605	000003	20001201	20051201	I0003	CALPINE CORP	CPN	131347106
002312	000003	20001205		I0003	ROBERT HALF INTL INC	RHI	770323103
027928	000003	20001211		I0003	INTUIT INC	INTU	461202103
133768	000003	20001211		I0003	METLIFE INC	MET	59156R108
010232	000003	20001211	20070109	I0003	SYMBOL TECHNOLOGIES	SBL.2	871508107
024287	000003	20001211	20080610	I0003	AMBAC FINANCIAL GROUP INC	AMBC	023139108
001279	000003	20001211	20110227	I0003	ALLEGHENY ENERGY INC	AYE	017361106
010115	000003	20001212		I0003	STRYKER CORP	SYK	863667101
024803	000003	20001212	20020820	I0003	VITESSE SEMICONDUCTOR CORP	VTSS	928497304
006310	000003	20001212	20070530	I0003	KINDER MORGAN INC	KMI	49455P101
029791	000003	20001212	20110117	I0003	QLOGIC CORP	QLGC	747277101
065904	000003	20010102	20060517	I0003	APPLIED MICRO CIRCUITS CORP	AMCC	03822W406
011925	000003	20010116	20090326	I0003	NOBLE CORP PLC	NE	G65431101
028195	000003	20010130	20141104	I0003	JABIL INC	JBL	466313103
063669	000003	20010207	20070328	I0003	UNIVISION COMMUNICATIONS INC	5952B	914906102
135484	000003	20010227	20170319	I0003	FRONTIER COMMUNICATIONS CORP	FTR	35906A108
003062	000003	20010301		I0003	CINTAS CORP	CTAS	172908105
012635	000003	20010402		I0003	FISERV INC	FISV	337738108
003373	000003	20010402	20040226	I0003	CONCORD EFS INC	CE.2	206197105
140033	000003	20010403	20030716	I0003	GENON ENERGY INC	GEN.3	604675108
119417	000003	20010514	20100228	I0003	PEPSI BOTTLING GROUP INC	PBG	713409100
064156	000003	20010604	20111218	I0003	MONSTER WORLDWIDE INC	MWW	611742107
011687	000003	20010625		I0003	ZIONS BANCORPORATION	ZION	989701107
128659	000003	20010628	20040428	I0003	HANCOCK JOHN FINL SVCS INC	JHF	41014S106
144066	000003	20010702		I0003	ROCKWELL COLLINS INC	COL	774341101
134845	000003	20010709	20041026	I0003	AT&T WIRELESS SERVICES INC	AWE.2	00209A106
023943	000003	20010803	20070701	I0003	PMC-SIERRA INC	PMCS	69344F106
004560	000003	20010806	20150708	I0003	FAMILY DOLLAR STORES	FDO	307000109
144559	000003	20010807		I0003	ZIMMER BIOMET HOLDINGS INC	ZBH	98956P102
031673	000003	20010830		I0003	AMERISOURCEBERGEN CORP	ABC	03073E105
064356	000003	20010830	20091220	I0003	CIENA CORP	CIEN	171779309
024318	000003	20010904		I0003	XL GROUP LTD	XL	G98294104
006097	000003	20010904	20140622	I0003	INTL GAME TECHNOLOGY	IGT.1	459902102
005885	000003	20010921	20020716	I0003	IMMUNEX CORP	IMNX	452528102
065048	000003	20011010	20070211	I0003	EQUITY OFFICE PROPERTIES TR	EOP	294741103
010277	000003	20011010	20160630	I0003	TECO ENERGY INC	TE	872375100
012338	000003	20011107	20070301	I0003	HEALTH MANAGEMENT ASSOC	HMA	421933102
117768	000003	20011130		I0003	NVIDIA CORP	NVDA	67066G104
028733	000003	20011203		I0003	EQUITY RESIDENTIAL	EQR	29476L107
012233	000003	20011214	20110403	I0003	GENZYME CORP	GENZ	372917104
024032	000003	20011217	20090303	I0003	JONES GROUP INC	JNY	48020T101
061574	000003	20020102		I0003	WATERS CORP	WAT	941848103
015709	000003	20020117	20160221	I0003	PLUM CREEK TIMBER CO INC	PCL	729251108
028034	000003	20020130	20080717	I0003	CHUBB LTD	CB	H1467J104
011135	000003	20020201	20030223	I0003	RATIONAL SOFTWARE CORP	RATL	75409P202
007067	000003	20020211	20110705	I0003	MARSHALL & ILSLEY CORP	MI.1	571837103
004737	000003	20020506	20130623	I0003	FIRST HORIZON NATIONAL CORP	FHN	320517105
001567	000003	20020513	20080605	I0003	TRANE INC	TT.2	892893108
022794	000003	20020515	20100429	I0003	BJ SERVICES CO	BJS	055482103
031122	000003	20020515	20130630	I0003	APOLLO EDUCATION GROUP INC	8927B	037604105
029389	000003	20020626		I0003	SIMON PROPERTY GROUP INC	SPG	828806109
015202	000003	20020717	20061130	I0003	NORTH FORK BANCORPORATION	NFB	659424105
010920	000003	20020722		I0003	UNITED PARCEL SERVICE INC	UPS	911312106
016721	000003	20020722		I0003	ELECTRONIC ARTS INC	EA	285512109
114524	000003	20020722		I0003	EBAY INC	EBAY	278642103
114628	000003	20020722		I0003	GOLDMAN SACHS GROUP INC	GS	38141G104
143356	000003	20020722		I0003	PRUDENTIAL FINANCIAL INC	PRU	744320102
145701	000003	20020722		I0003	PRINCIPAL FINANCIAL GRP INC	PFG	74251V102
012144	000003	20020722	20050811	I0003	SUNGARD DATA SYSTEMS INC	0139A	867363103
145046	000003	20020725		I0003	ANTHEM INC	ANTM	036752103
140760	000003	20020814		I0003	MONSANTO CO	MON	61166W101
062689	000003	20020821	20040504	I0003	TRAVELERS COS INC	TRV	89417E109
120877	000003	20020904		I0003	REYNOLDS AMERICAN INC	RAI	761713106
003226	000003	20021119		I0003	COMCAST CORP	CMCSA	20030N101
064166	000003	20021212		I0003	QUEST DIAGNOSTICS INC	DGX	74834L100
009063	000003	20030224		I0003	AUTONATION INC	AN	05329W102
030490	000003	20030314		I0003	APARTMENT INVST & MGMT CO	AIV	03748R101
007146	000003	20030321		I0003	MCCORMICK & CO INC	MKC	579780206
015855	000003	20030331		I0003	SYMANTEC CORP	SYMC	871503108
066731	000003	20030416	20130101	I0003	FEDERATED INVESTORS INC	FII	314211103
029984	000003	20030717		I0003	PROLOGIS INC	PLD	74340W103
007186	000003	20030820	20120403	I0003	MEDCO HEALTH SOLUTIONS INC	MHS	58405U102
025356	000003	20030926		I0003	EXPRESS SCRIPTS HOLDING CO	ESRX	30219G108
024468	000003	20031113		I0003	BIOGEN INC	BIIB	09062X103
004699	000003	20040227		I0003	M & T BANK CORP	MTB	55261F104
031549	000003	20040325	20070322	I0003	CAREMARK RX INC	CMX.1	141705103
063501	000003	20040401		I0003	E TRADE FINANCIAL CORP	ETFC	269246401
030697	000003	20040402	20100207	I0003	AFFILIATED COMPUTER SERVICES	ACS	008190100
007637	000003	20040423		I0003	MYLAN NV	MYL	N59465109
015247	000003	20040429		I0003	VALERO ENERGY CORP	VLO	91913Y100
160255	000003	20040503	20150902	I0003	HOSPIRA INC	HSP	441060100
062689	000003	20040505		I0003	TRAVELERS COS INC	TRV	89417E109
024856	000003	20040701		I0003	GILEAD SCIENCES INC	GILD	375558103
017130	000003	20040701	20090129	I0003	SANTANDER HOLDINGS USA INC	STD2	845905108
013204	000003	20040803	20061109	I0003	FISHER SCIENTIFIC INTL INC	FSH.2	338032204
140541	000003	20040901		I0003	COACH INC	COH	189754104
149738	000003	20041027	20090726	I0003	CIT GROUP INC	CIT	125581108
014960	000003	20041101		I0003	LABORATORY CP OF AMER HLDGS	LH	50540R409
110685	000003	20041201		I0003	L3 TECHNOLOGIES INC	LLL	502413107
157858	000003	20041203	20061203	I0003	FREESCALE SEMICONDUCTOR INC	BX1	35687M206
012886	000003	20041220		I0003	TWENTY-FIRST CENTURY FOX INC	FOXA	90130A101
002849	000003	20041220	20070906	I0003	BBVA COMPASS BANCSHARES INC	BBVA1	20449H109
008787	000003	20041220	20071007	I0003	ARCHSTONE INC-REDH	ASN	039583109
028256	000003	20041229	20100627	I0003	XTO ENERGY INC	XTO	98385X106
063892	000003	20050314		I0003	NATIONAL OILWELL VARCO INC	NOV	637071101
006307	000003	20050328	20120904	I0003	SEARS HOLDINGS CORP	SHLD	812350106
002710	000003	20050705		I0003	CONSTELLATION BRANDS	STZ	21036P108
025340	000003	20050705		I0003	D R HORTON INC	DHI	23331A109
004367	000003	20050722	20090225	I0003	WEATHERFORD INTL PLC	WFT	G48833100
010793	000003	20050811		I0003	TYSON FOODS INC  -CL A	TSN	902494103
011220	000003	20050812		I0003	VORNADO REALTY TRUST	VNO	929042109
007620	000003	20050815		I0003	MURPHY OIL CORP	MUR	626717102
010096	000003	20050819		I0003	PUBLIC STORAGE	PSA	74460D109
023877	000003	20050830	20130508	I0003	COVENTRY HEALTH CARE INC	CVH	222862104
164708	000003	20051003		I0003	AMERIPRISE FINANCIAL INC	AMP	03076C106
006669	000003	20051004		I0003	LENNAR CORP	LEN	526057104
025880	000003	20051011		I0003	PATTERSON COMPANIES INC	PDCO	703395103
064768	000003	20051121		I0003	AMAZON.COM INC	AMZN	023135106
158354	000003	20051202	20151117	I0003	GENWORTH FINANCIAL INC	GNW	37247D106
014535	000003	20051220	20080630	I0003	EW SCRIPPS  -CL A	SSP	811054402
024893	000003	20060103		I0003	WHOLE FOODS MARKET INC	WFM	966837106
165675	000003	20060103		I0003	VIACOM INC	VIAB	92553P201
061567	000003	20060105		I0003	LAUDER (ESTEE) COS INC -CL A	EL	518439104
066368	000003	20060201		I0003	VERISIGN INC	VRSN	92343E102
012788	000003	20060201	20170315	I0003	HARMAN INTERNATIONAL INDS	HAR	413086109
013365	000003	20060227	20081222	I0003	BARR PHARMACEUTICALS INC	BRL	068306109
027786	000003	20060303		I0003	CHESAPEAKE ENERGY CORP	CHK	165167107
024731	000003	20060403		I0003	KIMCO REALTY CORP	KIM	49446R109
064925	000003	20060403		I0003	BOSTON PROPERTIES INC	BXP	101121101
160329	000003	20060403		I0003	ALPHABET INC	GOOGL	02079K305
062655	000003	20060403	20130523	I0003	DEAN FOODS CO	DF	242370203
061513	000003	20060420	20160512	I0003	SANDISK CORP	SNDK	80004C101
006653	000003	20060424	20161201	I0003	LEGG MASON INC	LM	524901105
174130	000003	20060518	20090630	I0003	EMBARQ CORP	EQ	29078E105
121718	000003	20060602		I0003	JUNIPER NETWORKS INC	JNPR	48203R104
016784	000003	20060606	20080330	I0003	COMMERCE BANCORP INC/NJ	CBH.1	200519106
120093	000003	20060628	20160303	I0003	CONSOL ENERGY INC	CNX	20854P109
174490	000003	20060718	20150406	I0003	WINDSTREAM HOLDINGS INC	WIN	97382A200
174729	000003	20060801		I0003	WYNDHAM WORLDWIDE CORP	WYN	98310W108
174022	000003	20060801	20070409	I0003	REALOGY HOLDINGS CORP	RLGY	75605E100
149070	000003	20060811		I0003	CME GROUP INC	CME	12572Q105
175263	000003	20061002		I0003	WESTERN UNION CO	WU	959802109
009772	000003	20061002	20100826	I0003	SMITH INTERNATIONAL INC	SII	832110100
013599	000003	20061106		I0003	CELGENE CORP	CELG	151020104
165993	000003	20061110		I0003	FIDELITY NATIONAL INFO SVCS	FIS	31620M106
260774	000003	20061110		I0003	CBRE GROUP INC	CBG	12504L109
111864	000003	20061117		I0003	COGNIZANT TECH SOLUTIONS	CTSH	192446102
142460	000003	20061120	20140921	I0003	PEABODY ENERGY CORP	BTU	704549203
026061	000003	20061201	20080820	I0003	IAC/INTERACTIVECORP	IAC	44919P508
